Date,Account name,Campaign name,Ad group name,Network,Device,Daily budget,Cost,Impressions,Clicks,CTR,CPC,Conversions,Conversion value,Cost per conversion,Search impression share,ROAS
2026-04-25,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,77.54,16879,133,0.789,0.58,2,151.67,35.78,0.65,1.96
2026-04-26,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,97.34,549,106,19.222,0.92,13,914.16,7.33,0.92,9.39
2026-04-26,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,69.47,397,68,17.186,1.02,7,527.2,9.32,0.88,7.59
2026-04-26,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,159.82,1497,71,4.72,2.26,2,135.36,72.11,0.42,0.85
2026-04-26,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,115.78,822,44,5.372,2.62,1,100.9,82.9,0.38,0.87
2026-04-26,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,266.65,6628,194,2.92,1.38,4,287.38,66.1,0.55,1.08
2026-04-26,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,85.25,16299,141,0.868,0.6,3,173.71,30.36,0.65,2.04
2026-04-27,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,110.63,778,127,16.276,0.87,16,1144.52,6.96,0.92,10.35
2026-04-27,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,84.28,510,84,16.571,1.0,10,860.7,8.73,0.88,10.21
2026-04-27,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,209.5,2133,92,4.311,2.28,3,187.94,81.73,0.42,0.9
2026-04-27,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,132.94,1026,53,5.212,2.49,2,134.4,79.05,0.38,1.01
2026-04-27,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,321.85,8525,227,2.659,1.42,5,328.1,58.88,0.55,1.02
2026-04-27,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,93.72,17788,148,0.832,0.63,3,154.33,35.15,0.65,1.65
2026-04-28,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,131.82,753,139,18.484,0.95,18,1147.33,7.36,0.92,8.7
2026-04-28,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,72.61,372,65,17.373,1.12,8,611.59,9.58,0.88,8.42
2026-04-28,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,183.64,1943,86,4.417,2.14,2,160.08,81.13,0.42,0.87
2026-04-28,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,132.48,997,52,5.178,2.57,2,135.93,75.24,0.38,1.03
2026-04-28,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,288.26,8487,227,2.677,1.27,5,307.42,60.37,0.55,1.07
2026-04-28,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,86.76,21321,155,0.727,0.56,2,165.82,35.94,0.65,1.91
2026-04-29,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,113.09,625,122,19.471,0.93,15,977.03,7.55,0.92,8.64
2026-04-29,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,87.17,555,85,15.374,1.02,9,599.92,9.68,0.88,6.88
2026-04-29,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,202.07,1904,83,4.348,2.44,2,161.98,81.3,0.42,0.8
2026-04-29,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,147.81,1101,56,5.066,2.65,2,133.92,74.57,0.38,0.91
2026-04-29,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,293.04,8070,209,2.593,1.4,5,288.84,59.33,0.55,0.99
2026-04-29,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,91.56,17233,142,0.825,0.64,2,157.63,39.46,0.65,1.72
