Date,Account name,Campaign name,Campaign objective,Ad set name,Ad name,Daily budget,Cost,Impressions,Reach,Frequency,Link clicks,Link CTR,CPM,Cost per link click,Purchases,Purchase conversion value,ROAS
2026-03-10,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,171.97,11036,4526,2.44,313,2.836,15.58,0.55,13,948.63,5.52
2026-03-10,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,107.96,6324,2969,2.13,158,2.491,17.07,0.69,7,444.22,4.11
2026-03-10,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,125.95,8607,5394,1.6,61,0.714,14.63,2.05,1,82.44,0.65
2026-03-10,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,101.48,6850,4871,1.41,63,0.92,14.81,1.61,1,77.82,0.77
2026-03-10,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,108.68,8855,4610,1.92,106,1.195,12.27,1.03,2,148.05,1.36
2026-03-10,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,84.2,5878,3185,1.85,63,1.065,14.33,1.35,2,100.0,1.19
2026-03-11,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,163.43,10859,6780,1.6,221,2.032,15.05,0.74,8,519.67,3.18
2026-03-11,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,117.97,7294,5180,1.41,92,1.26,16.17,1.28,5,289.7,2.46
2026-03-11,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,134.68,8697,4875,1.78,105,1.207,15.49,1.28,5,284.88,2.12
2026-03-11,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,41.07,2666,2204,1.21,58,2.191,15.4,0.7,3,179.37,4.37
2026-03-11,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,96.24,6523,3139,2.08,71,1.081,14.75,1.36,3,171.61,1.78
2026-03-11,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,173.13,9975,4426,2.25,295,2.962,17.36,0.59,14,973.8,5.62
2026-03-11,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,97.01,5587,2430,2.3,135,2.413,17.36,0.72,7,415.29,4.28
2026-03-11,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,111.05,7017,4406,1.59,53,0.756,15.83,2.09,1,70.24,0.63
2026-03-11,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,116.76,8170,5644,1.45,66,0.806,14.29,1.77,1,82.98,0.71
2026-03-11,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,99.1,7765,4043,1.92,85,1.1,12.76,1.16,2,135.07,1.36
2026-03-11,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,73.65,5444,2846,1.91,57,1.053,13.53,1.28,2,95.91,1.3
2026-03-12,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,193.07,12421,7911,1.57,234,1.887,15.54,0.82,8,556.62,2.88
2026-03-12,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,128.58,8130,5592,1.45,125,1.539,15.82,1.03,5,303.61,2.36
2026-03-12,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,137.66,8593,5421,1.59,106,1.229,16.02,1.3,4,281.72,2.05
2026-03-12,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,43.22,3112,2223,1.4,70,2.253,13.89,0.62,3,197.99,4.58
2026-03-12,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,89.37,5826,2853,2.04,76,1.299,15.34,1.18,3,162.58,1.82
2026-03-12,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,169.22,10013,4092,2.45,267,2.668,16.9,0.63,14,907.22,5.36
2026-03-12,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,103.86,6141,2623,2.34,137,2.225,16.91,0.76,7,448.02,4.31
2026-03-12,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,108.15,7238,4947,1.46,54,0.749,14.94,2.0,1,69.3,0.64
2026-03-12,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,119.92,8777,5938,1.48,82,0.934,13.66,1.46,2,87.76,0.73
2026-03-12,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,100.6,8034,4549,1.77,88,1.098,12.52,1.14,2,154.83,1.54
2026-03-12,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,73.49,5144,2564,2.01,56,1.095,14.29,1.3,2,99.37,1.35
2026-03-13,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,197.08,13012,8639,1.51,223,1.716,15.15,0.88,11,650.06,3.3
2026-03-13,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,121.63,7828,5838,1.34,122,1.556,15.54,1.0,5,277.95,2.29
2026-03-13,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,148.42,9283,5624,1.65,127,1.373,15.99,1.16,5,297.47,2.0
2026-03-13,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,37.62,2457,2001,1.23,53,2.143,15.31,0.71,2,147.4,3.92
2026-03-13,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,88.32,5520,2757,2.0,74,1.334,16.0,1.2,3,152.88,1.73
2026-03-13,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,166.32,10507,4161,2.53,307,2.925,15.83,0.54,17,933.47,5.61
2026-03-13,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,110.99,7035,3332,2.11,152,2.165,15.78,0.73,7,441.92,3.98
2026-03-13,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,124.25,8514,6136,1.39,76,0.894,14.59,1.63,1,73.13,0.59
2026-03-13,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,115.46,8092,5512,1.47,72,0.892,14.27,1.6,1,75.0,0.65
2026-03-13,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,106.61,7564,3785,2.0,76,1.003,14.09,1.41,2,145.44,1.36
2026-03-13,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,82.31,6064,2888,2.1,57,0.942,13.57,1.44,2,96.78,1.18
2026-03-14,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,171.15,10635,6242,1.7,184,1.731,16.09,0.93,9,565.52,3.3
2026-03-14,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,95.94,6143,4336,1.42,79,1.288,15.62,1.21,4,245.07,2.55
2026-03-14,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,111.61,6992,4310,1.62,84,1.198,15.96,1.33,4,219.71,1.97
2026-03-14,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,37.9,2791,2238,1.25,60,2.16,13.58,0.63,2,152.65,4.03
2026-03-14,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,80.0,5403,2731,1.98,61,1.137,14.81,1.3,2,135.35,1.69
2026-03-14,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,159.22,9303,3702,2.51,279,3.003,17.12,0.57,13,943.93,5.93
2026-03-14,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,88.94,5438,2319,2.35,130,2.391,16.36,0.68,6,364.83,4.1
2026-03-14,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,98.84,6700,4200,1.59,50,0.746,14.75,1.98,1,62.61,0.63
2026-03-14,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,106.32,7112,4704,1.51,68,0.958,14.95,1.56,1,81.48,0.77
2026-03-14,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,90.76,7199,3552,2.03,85,1.183,12.61,1.07,2,115.78,1.28
2026-03-14,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,66.45,4694,2403,1.95,50,1.071,14.16,1.32,1,92.24,1.39
2026-03-15,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,148.14,8979,5440,1.65,183,2.04,16.5,0.81,9,497.25,3.36
2026-03-15,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,109.84,6515,4607,1.41,93,1.421,16.86,1.19,3,247.17,2.25
2026-03-15,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,132.6,8553,5039,1.7,106,1.24,15.5,1.25,4,255.65,1.93
2026-03-15,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,33.22,2253,1624,1.39,42,1.848,14.75,0.8,2,131.2,3.95
2026-03-15,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,82.64,4858,2380,2.04,63,1.299,17.01,1.31,2,134.52,1.63
2026-03-15,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,171.62,9796,3859,2.54,297,3.033,17.52,0.58,16,1012.1,5.9
2026-03-15,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,99.61,6231,2925,2.13,135,2.17,15.99,0.74,6,378.7,3.8
2026-03-15,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,115.08,7229,4707,1.54,64,0.888,15.92,1.79,1,64.55,0.56
2026-03-15,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,100.55,6317,4721,1.34,61,0.962,15.92,1.65,1,71.64,0.71
2026-03-15,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,84.6,6264,3180,1.97,63,1.002,13.51,1.35,2,129.07,1.53
2026-03-15,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,68.87,4754,2569,1.85,53,1.112,14.49,1.3,1,91.37,1.33
2026-03-16,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,196.83,12627,7225,1.75,241,1.911,15.59,0.82,8,559.93,2.84
2026-03-16,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,113.71,6702,4509,1.49,86,1.288,16.97,1.32,4,250.46,2.2
2026-03-16,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,143.89,8720,5330,1.64,112,1.283,16.5,1.29,5,287.04,1.99
2026-03-16,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,38.05,2762,2164,1.28,51,1.849,13.78,0.75,2,167.26,4.4
2026-03-16,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,96.92,6080,2874,2.12,71,1.165,15.94,1.37,2,160.55,1.66
2026-03-16,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,193.11,11223,4943,2.27,328,2.926,17.21,0.59,13,953.87,4.94
2026-03-16,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,99.73,6311,3078,2.05,168,2.66,15.8,0.59,6,381.93,3.83
2026-03-16,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,125.57,8186,5837,1.4,72,0.876,15.34,1.75,1,76.76,0.61
2026-03-16,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,109.62,7949,5999,1.32,79,0.996,13.79,1.39,1,82.72,0.75
2026-03-16,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,92.03,7358,3754,1.96,75,1.018,12.51,1.23,2,134.56,1.46
2026-03-16,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,76.24,5878,3167,1.86,55,0.937,12.97,1.38,1,100.54,1.32
2026-03-17,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,167.53,10463,6489,1.61,192,1.831,16.01,0.87,8,524.06,3.13
2026-03-17,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,112.79,7741,5720,1.35,100,1.289,14.57,1.13,3,248.07,2.2
2026-03-17,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,134.63,8799,5046,1.74,114,1.297,15.3,1.18,4,259.61,1.93
2026-03-17,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,37.48,2399,1861,1.29,49,2.034,15.62,0.77,2,149.96,4.0
2026-03-17,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,85.07,5529,2531,2.18,59,1.074,15.39,1.43,3,158.26,1.86
2026-03-17,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,174.38,10300,4231,2.43,321,3.116,16.93,0.54,13,951.73,5.46
2026-03-17,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,110.62,6879,2954,2.33,167,2.42,16.08,0.66,6,451.27,4.08
2026-03-17,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,119.43,8402,5416,1.55,74,0.877,14.21,1.62,1,71.69,0.6
2026-03-17,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,116.61,7597,5777,1.31,70,0.926,15.35,1.66,1,85.83,0.74
2026-03-17,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,109.69,7762,4345,1.79,92,1.181,14.13,1.2,2,151.21,1.38
2026-03-17,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,78.97,5437,2580,2.11,56,1.031,14.52,1.41,1,97.69,1.24
2026-03-18,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,194.91,12742,7617,1.67,229,1.795,15.3,0.85,9,563.46,2.89
2026-03-18,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,119.0,7114,4983,1.43,106,1.496,16.73,1.12,5,286.88,2.41
2026-03-18,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,137.6,9363,5289,1.77,124,1.327,14.7,1.11,4,314.38,2.28
2026-03-18,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,40.5,2937,2246,1.31,59,1.992,13.79,0.69,3,164.79,4.07
2026-03-18,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,87.89,5508,2833,1.94,68,1.231,15.96,1.3,3,151.1,1.72
2026-03-18,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,183.91,10596,4156,2.55,264,2.49,17.36,0.7,16,959.65,5.22
2026-03-18,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,109.11,6268,3086,2.03,165,2.629,17.41,0.66,8,475.75,4.36
2026-03-18,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,114.73,7530,5365,1.4,63,0.838,15.24,1.82,1,73.92,0.64
2026-03-18,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,120.43,8134,6033,1.35,79,0.97,14.81,1.53,1,82.9,0.69
2026-03-18,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,93.76,7474,3787,1.97,89,1.186,12.55,1.06,2,138.07,1.47
2026-03-18,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,85.14,6306,3251,1.94,58,0.918,13.5,1.47,2,110.83,1.3
2026-03-19,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,192.65,11011,6677,1.65,178,1.62,17.5,1.08,8,608.2,3.16
2026-03-19,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,113.99,7265,5025,1.45,112,1.54,15.69,1.02,4,261.2,2.29
2026-03-19,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,140.14,8799,5596,1.57,104,1.183,15.93,1.35,4,286.79,2.05
2026-03-19,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,37.42,2396,1888,1.27,51,2.144,15.62,0.73,2,146.59,3.92
2026-03-19,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,94.48,5728,2778,2.06,65,1.138,16.49,1.45,2,158.6,1.68
2026-03-19,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,196.74,11043,4474,2.47,320,2.899,17.82,0.61,16,1013.32,5.15
2026-03-19,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,94.02,5511,2719,2.03,141,2.554,17.06,0.67,6,417.2,4.44
2026-03-19,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,122.43,8700,5530,1.57,65,0.752,14.07,1.87,1,70.6,0.58
2026-03-19,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,113.14,7658,5605,1.37,67,0.873,14.77,1.69,1,75.27,0.67
2026-03-19,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,103.54,7476,4202,1.78,80,1.073,13.85,1.29,2,145.3,1.4
2026-03-19,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,85.49,6471,3180,2.03,67,1.035,13.21,1.28,2,106.66,1.25
2026-03-20,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,164.3,9205,4923,1.87,172,1.869,17.85,0.95,7,457.61,2.79
2026-03-20,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,129.42,8454,5793,1.46,108,1.282,15.31,1.19,5,335.43,2.59
2026-03-20,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,148.47,9364,5353,1.75,126,1.35,15.86,1.17,5,325.58,2.19
2026-03-20,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,43.98,3098,2427,1.28,64,2.059,14.19,0.69,2,167.55,3.81
2026-03-20,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,91.3,5994,2987,2.01,76,1.265,15.23,1.2,2,165.47,1.81
2026-03-20,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,194.63,11228,4433,2.53,315,2.805,17.34,0.62,16,1122.63,5.77
2026-03-20,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,97.37,6367,3011,2.12,139,2.186,15.29,0.7,6,423.83,4.35
2026-03-20,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,112.39,7146,5099,1.4,55,0.768,15.73,2.05,1,65.48,0.58
2026-03-20,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,105.76,6752,5015,1.35,58,0.864,15.66,1.81,1,70.98,0.67
2026-03-20,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,99.41,7125,3501,2.04,80,1.122,13.95,1.24,2,127.24,1.28
2026-03-20,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,80.01,5599,2893,1.94,54,0.972,14.29,1.47,1,94.73,1.18
2026-03-21,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,146.91,9288,5100,1.82,163,1.751,15.82,0.9,7,459.1,3.13
2026-03-21,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,101.72,6210,4445,1.4,93,1.494,16.38,1.1,4,250.53,2.46
2026-03-21,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,126.51,8795,4966,1.77,108,1.229,14.38,1.17,4,248.07,1.96
2026-03-21,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,35.13,2281,1723,1.32,43,1.892,15.4,0.81,2,151.47,4.31
2026-03-21,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,86.57,5498,2751,2.0,59,1.067,15.74,1.48,3,151.87,1.75
2026-03-21,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,152.77,8588,3480,2.47,223,2.592,17.79,0.69,14,845.85,5.54
2026-03-21,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,95.06,5959,2760,2.16,130,2.186,15.95,0.73,7,396.67,4.17
2026-03-21,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,112.44,7591,4883,1.55,58,0.76,14.81,1.95,1,68.76,0.61
2026-03-21,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,104.31,6448,4328,1.49,56,0.866,16.18,1.87,1,70.96,0.68
2026-03-21,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,95.89,6811,3748,1.82,73,1.074,14.08,1.31,2,140.34,1.46
2026-03-21,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,73.7,5377,2747,1.96,50,0.921,13.71,1.49,2,98.69,1.34
2026-03-22,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,170.33,10630,6245,1.7,190,1.786,16.02,0.9,8,534.4,3.14
2026-03-22,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,108.84,7439,5385,1.38,109,1.464,14.63,1.0,4,254.97,2.34
2026-03-22,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,122.57,8298,4782,1.74,113,1.361,14.77,1.09,4,247.16,2.02
2026-03-22,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,36.34,2551,2083,1.22,55,2.153,14.25,0.66,3,162.74,4.48
2026-03-22,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,82.67,5482,2786,1.97,60,1.089,15.08,1.38,2,139.83,1.69
2026-03-22,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,150.89,8892,3588,2.48,231,2.6,16.97,0.65,14,781.46,5.18
2026-03-22,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,91.45,5858,2737,2.14,155,2.649,15.61,0.59,5,337.67,3.69
2026-03-22,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,114.19,7074,4996,1.42,59,0.832,16.14,1.94,1,62.9,0.55
2026-03-22,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,101.13,7199,5373,1.34,61,0.847,14.05,1.66,1,77.71,0.77
2026-03-22,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,87.37,7067,4016,1.76,72,1.014,12.36,1.22,2,117.2,1.34
2026-03-22,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,67.76,4826,2317,2.08,44,0.903,14.04,1.56,1,80.09,1.18
2026-03-23,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,185.88,11726,6339,1.85,199,1.693,15.85,0.94,7,536.95,2.89
2026-03-23,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,110.23,6614,4801,1.38,86,1.293,16.67,1.29,5,289.02,2.62
2026-03-23,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,136.8,8274,4754,1.74,115,1.394,16.53,1.19,5,304.34,2.22
2026-03-23,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,41.57,3020,2457,1.23,70,2.323,13.76,0.59,3,171.66,4.13
2026-03-23,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,95.44,5771,2802,2.06,64,1.108,16.54,1.49,3,166.94,1.75
2026-03-23,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,186.64,10461,4633,2.26,326,3.118,17.84,0.57,19,1092.6,5.85
2026-03-23,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,102.15,6719,3148,2.13,152,2.263,15.2,0.67,6,435.97,4.27
