Date,Advertiser name,Campaign name,Ad group name,Ad name,Daily budget,Cost,Impressions,Clicks,CTR,CPM,CPC,Conversions,Video views,Video views at 75%,Video views at 100%,ROAS
2026-04-18,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,92.09,9973,154,1.545,9.23,0.6,2,5917,1512,982,1.07
2026-04-18,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,65.04,8650,321,3.713,7.52,0.2,3,5361,2361,2003,3.21
2026-04-18,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,61.22,8487,159,1.87,7.21,0.39,2,5539,1975,1261,1.62
2026-04-18,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,81.03,8882,203,2.286,9.12,0.4,3,5985,1765,1122,2.05
2026-04-19,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,99.48,12655,232,1.83,7.86,0.43,3,8553,2857,1825,1.55
2026-04-19,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,82.73,9241,144,1.558,8.95,0.57,2,5229,1303,933,1.1
2026-04-19,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,99.86,11334,173,1.525,8.81,0.58,2,7067,1801,1181,0.99
2026-04-19,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,76.94,11940,424,3.551,6.44,0.18,4,7578,3369,2800,2.84
2026-04-19,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,60.0,8249,149,1.81,7.27,0.4,1,5179,1849,1310,1.4
2026-04-19,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,73.18,8376,216,2.577,8.74,0.34,3,5347,1620,1163,2.03
2026-04-20,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,123.47,15807,292,1.85,7.81,0.42,3,10159,3199,2166,1.38
2026-04-20,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,109.76,12714,224,1.761,8.63,0.49,2,7662,1893,1496,1.1
2026-04-20,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,102.84,10533,165,1.568,9.76,0.62,2,5905,1579,987,1.2
2026-04-20,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,79.36,10759,369,3.434,7.38,0.21,4,7124,3291,2636,2.71
2026-04-20,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,68.9,8935,189,2.112,7.71,0.37,2,5388,1747,1267,1.48
2026-04-20,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,94.02,10793,251,2.33,8.71,0.37,3,7192,2078,1473,1.85
2026-04-21,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,129.61,15703,301,1.914,8.25,0.43,3,9178,2624,1861,1.37
2026-04-21,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,103.04,12309,213,1.728,8.37,0.48,2,6946,1743,1333,1.28
2026-04-21,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,102.45,11734,165,1.406,8.73,0.62,2,7557,1861,1406,1.02
2026-04-21,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,76.37,10274,355,3.452,7.43,0.22,3,6729,3009,2247,2.66
2026-04-21,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,69.56,8256,150,1.823,8.43,0.46,2,5562,1911,1398,1.66
2026-04-21,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,96.77,10089,270,2.672,9.59,0.36,3,6708,1710,1436,1.8
2026-04-22,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,115.52,13066,218,1.672,8.84,0.53,3,8653,2592,2060,1.28
2026-04-22,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,101.67,10930,174,1.59,9.3,0.58,2,6236,1679,1280,1.26
2026-04-22,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,102.34,11636,164,1.411,8.8,0.62,2,7290,1826,1439,1.13
2026-04-22,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,83.04,10834,410,3.789,7.66,0.2,5,6643,3324,2094,3.01
2026-04-22,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,68.33,8913,164,1.842,7.67,0.42,1,5878,2145,1435,1.33
2026-04-22,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,84.27,8423,234,2.782,10.01,0.36,3,5625,1729,1212,2.21
2026-04-23,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,109.65,14440,247,1.714,7.59,0.44,3,9836,3206,2237,1.36
2026-04-23,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,109.23,12966,218,1.681,8.42,0.5,3,8204,2313,1408,1.33
2026-04-23,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,118.6,13464,174,1.289,8.81,0.68,3,7981,2019,1556,1.19
2026-04-23,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,79.83,10401,316,3.034,7.68,0.25,4,6383,2997,1971,2.72
2026-04-23,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,73.5,8885,176,1.98,8.27,0.42,2,5102,1878,1255,1.35
2026-04-23,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,94.22,11229,273,2.428,8.39,0.35,4,6316,1829,1313,2.19
2026-04-24,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,116.06,13344,261,1.953,8.7,0.45,3,8012,2686,1840,1.5
2026-04-24,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,101.05,11579,175,1.51,8.73,0.58,2,6583,1809,1205,1.32
2026-04-24,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,110.19,13321,200,1.504,8.27,0.55,2,7556,1856,1266,1.18
2026-04-24,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,84.82,11305,418,3.697,7.5,0.2,4,7440,3803,2589,2.56
2026-04-24,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,65.19,8077,176,2.178,8.07,0.37,1,5294,1639,1175,1.49
2026-04-24,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,93.67,10724,284,2.648,8.73,0.33,3,7249,1828,1534,1.8
2026-04-25,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,99.96,13383,217,1.618,7.47,0.46,2,8257,2389,1994,1.34
2026-04-25,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,89.86,10950,166,1.519,8.21,0.54,2,6193,1544,1061,1.25
2026-04-25,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,90.52,10736,137,1.28,8.43,0.66,1,6923,1815,1140,1.11
2026-04-25,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,65.99,9620,366,3.801,6.86,0.18,3,6075,2950,2068,2.67
2026-04-25,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,58.96,7593,164,2.156,7.76,0.36,2,4854,1784,1107,1.58
2026-04-25,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,83.23,9800,219,2.238,8.49,0.38,2,6222,1853,1140,1.93
2026-04-26,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,111.18,12971,206,1.589,8.57,0.54,3,8184,2730,1751,1.48
2026-04-26,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,91.19,10046,144,1.433,9.08,0.63,2,6167,1720,1167,1.13
2026-04-26,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,96.79,10235,137,1.337,9.46,0.71,2,6457,1478,1128,1.23
2026-04-26,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,69.91,9893,371,3.746,7.07,0.19,3,6089,3130,2050,3.14
2026-04-26,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,57.19,6904,135,1.961,8.28,0.42,1,4124,1521,1016,1.33
2026-04-26,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,77.61,9231,247,2.675,8.41,0.31,3,5830,1529,1071,2.08
2026-04-27,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,117.39,15347,265,1.73,7.65,0.44,3,9141,3072,2031,1.24
2026-04-27,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,94.55,10807,182,1.686,8.75,0.52,2,6244,1817,1082,1.18
2026-04-27,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,120.15,14628,196,1.341,8.21,0.61,2,8589,2356,1640,1.09
2026-04-27,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,78.66,12226,397,3.243,6.43,0.2,3,7859,3688,2470,2.66
2026-04-27,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,64.81,8583,181,2.108,7.55,0.36,2,5182,1905,1135,1.61
2026-04-27,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,89.05,9714,226,2.326,9.17,0.39,3,6471,1744,1402,1.92
2026-04-28,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,131.34,15087,275,1.824,8.71,0.48,3,8782,2503,1863,1.43
2026-04-28,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,102.65,10682,160,1.496,9.61,0.64,2,7046,1870,1331,1.23
2026-04-28,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,99.43,11021,139,1.264,9.02,0.71,2,6261,1575,1150,1.17
2026-04-28,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,86.25,11073,355,3.209,7.79,0.24,4,7265,3303,2294,2.86
2026-04-28,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,74.87,10388,195,1.878,7.21,0.38,2,6859,2297,1530,1.55
2026-04-28,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,85.91,9551,267,2.791,9.0,0.32,3,6305,1817,1376,2.05
2026-04-29,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,122.34,16064,305,1.901,7.62,0.4,3,10555,3109,2457,1.48
2026-04-29,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,98.46,10529,149,1.412,9.35,0.66,2,5908,1619,1181,1.13
2026-04-29,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,100.73,11258,173,1.538,8.95,0.58,2,7057,1812,1336,1.01
2026-04-29,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,73.72,10811,348,3.217,6.82,0.21,4,6251,2754,2319,3.04
2026-04-29,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,64.73,7621,154,2.025,8.49,0.42,2,4934,1674,1215,1.45
2026-04-29,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,92.63,10129,243,2.396,9.15,0.38,4,6007,1704,1218,2.16
